visit_date,sex,age,client_type,service_received,timeliness,client_handling,quality_of_service,overall_satisfaction,comment,label
2026-03-26,Female,26,Pasigueño,Medical certificate,3,2,3,3,"Para sa screening, Maayos kausap yung staff, kaso medyo matagal yung checking ng requirements. May konting inconvenience pero natapos din naman.",neutral
2026-04-19,Female,29,Pasigueño,Vital signs screening,1,2,2,2,Hindi naging maayos yung experience ko. Matagal akong nakaupo bago may nag-assist sa akin. Hindi professional yung tono ng pakikipag-usap sa akin. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-07-21,Male,65,Pasigueño,Referral assistance,3,4,4,4,"Nung nag-process ako ng referral request, hindi minadali yung pag-assist sa akin. Mabilis yung checking ng requirements at tuloy-tuloy yung process.",positive
2026-08-02,Male,67,Pasigueño,TB/DOTS consultation,3,2,2,2,Hindi ko nagustuhan yung naging flow ng service. Confusing yung sequence ng steps. Sana mas organized at respectful next time.,negative
2026-05-04,Male,42,Pasigueño,Health card/clearance,3,2,3,3,"Para sa clearance request, natapos naman nang maayos. Polite naman yung staff; kailangan ko pang ulitin yung tanong bago naging clear lang. May room for improvement pero acceptable naman.",neutral
2026-08-04,Male,47,Pasigueño,Referral assistance,3,4,2,3,"Medyo matagal lang bago natawag yung number ko, pero helpful naman yung nasa counter naman. Pwede pang ayusin nang konti yung flow.",neutral
2026-02-23,Male,60,Pasigueño,Animal bite treatment,3,3,4,3,"Normal lang yung naging transaction ko, nothing special. Sa referral request mismo, kulang lang ng mas malinaw na signage, pero natapos din naman at straightforward naman yung requirements. May room for improvement pero acceptable naman.",neutral
2026-03-29,Male,72,Pasigueño,Medical consultation,1,1,1,1,Hindi naging smooth yung pag-asikaso ko. Hindi maayos yung pakikitungo nung humingi ako ng clarification. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-03-03,Male,48,Non-Pasigueño,Family planning consultation,3,4,4,4,Maayos at organized yung naging service. Hindi gaanong mahaba ang hintayan at mabilis natawag ang number ko. Ramdam na willing tumulong yung staff.,positive
2026-07-28,Female,32,City Government Employee,Maternal health consultation,3,4,2,3,"Yung DOTS service ko, okay naman. Nasagot naman yung tanong ko, although kailangan ko pang magtanong kung saan yung next counter. Nothing serious, pero noticeable lang.",neutral
2026-02-17,Female,28,Pasigueño,Pharmacy/medicine assistance,3,3,3,3,Decent naman yung naging service. Hindi agad malinaw kung saan kukunin yung form; nakuha ko naman agad yung tamang form naman kapag ako na yung inaasikaso. Pwede pang ayusin nang konti yung flow.,neutral
2026-02-27,Male,39,Non-Pasigueño,Vital signs screening,3,3,3,3,"Usual lang yung naging process. Para sa vital signs check, hindi agad malinaw kung saan kukunin yung form, pero natapos din naman at friendly naman yung nag-assist. Sakto lang, neither good nor bad.",neutral
2026-05-08,Female,24,City Government Employee,Referral assistance,4,4,4,3,"Regarding sa nutrition counseling, mabilis yung checking ng requirements at tuloy-tuloy yung process. Kompleto yung information na binigay sa counter. Sana ma-maintain yung ganitong sistema.",positive
2026-06-15,Male,51,City Government Employee,Medical certificate,3,3,2,3,"Yung screening ko, kumpleto naman yung information na binigay, kaso kailangan ko pang ulitin yung tanong bago naging clear. Manageable naman kaya okay lang.",neutral
2026-05-29,Male,43,Pasigueño,Maternal health consultation,3,4,3,4,Maganda yung naging proseso from start to finish. Straightforward yung process at walang confusing na instruction. Courteous yung staff at malinaw makipag-usap. Babalik ako nang hindi nag-aalala kung kailangan ulit.,positive
2026-06-03,Male,69,Pasigueño,Medical consultation,4,3,3,4,"Madaling sundan yung steps na sinabi sa akin. Okay yung attitude ng staff, polite at helpful. Okay na okay para sa akin.",positive
2026-08-06,Female,48,City Government Employee,Maternal health consultation,4,3,4,4,"Sa part ng certificate request, straightforward yung process at walang confusing na instruction. Konti lang yung waiting time nung pumunta ako. Good job sa staff.",positive
2026-02-16,Male,47,Pasigueño,Pharmacy/medicine assistance,4,3,3,4,"Sa wound care mismo, malinaw yung instructions kaya alam ko agad kung ano ang susunod. Walang unnecessary delay sa naging transaction ko. Sana ma-maintain yung ganitong sistema.",positive
2026-06-18,Male,38,Pasigueño,Medical consultation,2,1,2,2,Hindi magandang experience yung naging punta ko. Ang bagal ng usad ng pila at walang malinaw na update. Hindi visible yung process kaya kailangan pang magtanong nang paulit-ulit.,negative
2026-06-29,Male,32,Pasigueño,Pharmacy/medicine assistance,3,3,4,4,Ayos yung flow ng transaction ko. Mabilis nila na-process yung request ko. Magalang at approachable yung staff na nakausap ko.,positive
2026-02-19,Male,42,Pasigueño,Animal bite treatment,3,3,3,3,"Sakto lang yung naging experience ko today. May konting delay sa pila; kumpleto naman yung information na binigay naman kapag ako na yung inaasikaso. Nothing serious, pero noticeable lang.",neutral
2026-07-02,Male,20,Pasigueño,Laboratory request,2,3,4,3,"Sa part ng animal bite service, okay naman. Kumpleto naman yung information na binigay, although medyo masikip lang sa waiting area. Sakto lang, neither good nor bad.",neutral
2026-04-19,Female,38,Non-Pasigueño,Laboratory request,3,4,3,4,"Yung maternal health consultation ko, friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Within a reasonable time natapos yung kailangan ko.",positive
2026-04-19,Female,21,Pasigueño,Maternal health consultation,1,2,2,2,Hindi okay para sa akin yung naging service. Ang bagal ng usad ng pila at walang malinaw na update. Kailangan pang pagbutihin yung client handling. Mas okay sana kung may malinaw na queue at proper guidance.,negative
2026-03-29,Female,53,Pasigueño,Dental consultation,1,2,2,2,Medyo frustrating yung naging proseso. Kulang yung explanation kaya napabalik pa ako. Sana mabigyan ito ng action.,negative
2026-06-27,Female,43,Pasigueño,Health card/clearance,3,3,3,3,"Nagawa naman yung kailangan ko. Sa consultation mismo, medyo mahaba yung pila pero gumagalaw naman, pero natapos din naman at kumpleto naman yung information na binigay. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-02-18,Male,39,City Government Employee,Nutrition counseling,3,3,4,4,Maayos yung naging experience ko today. Maaga akong dumating at mabilis din akong natapos. Hindi minadali yung pag-assist sa akin.,positive
2026-06-08,Male,46,Pasigueño,Pharmacy/medicine assistance,2,4,3,3,"Okay naman yung naging transaction ko. Regarding sa pharmacy service, medyo mabagal lang yung usad nung maraming tao, pero natapos din naman at maayos naman yung pag-check ng documents. May konting inconvenience pero natapos din naman.",neutral
2026-03-18,Female,43,Pasigueño,Wound care/dressing,2,3,4,3,"Sa part ng consultation, natapos naman nang maayos. Straightforward naman yung requirements; medyo mahaba yung pila pero gumagalaw naman lang. Fair lang yung rating ko.",neutral
2026-06-07,Female,39,Non-Pasigueño,Dental consultation,2,2,2,2,Stressful yung naging transaction ko. Matagal akong nakaupo bago may nag-assist sa akin. Kailangan pang pagbutihin yung client handling. Kailangan talagang pagbutihin yung service.,negative
2026-02-17,Female,23,Pasigueño,Wound care/dressing,2,1,1,1,Hindi malinaw yung instructions kaya ilang beses akong nalito. May mga nauna kahit mas late silang dumating kaya nakakalito yung pila. Mas okay sana kung may malinaw na queue at proper guidance.,negative
2026-06-02,Female,32,Pasigueño,Immunization/Vaccination,2,3,3,3,"Nakuha ko naman yung kailangan ko. Malinaw naman yung basic instructions. Siguro ang pwede lang ayusin, medyo mahina yung boses sa pagtawag ng number. Sana lang mas maging consistent next time.",neutral
2026-06-30,Female,43,Pasigueño,Referral assistance,2,3,3,3,"Normal lang yung naging transaction ko, nothing special. Kailangan ko pang ulitin yung tanong bago naging clear; organized naman yung pila naman kapag ako na yung inaasikaso. Pwede pang ayusin nang konti yung flow.",neutral
2026-04-03,Male,32,Pasigueño,Nutrition counseling,1,2,2,2,Hindi magandang experience yung naging punta ko. Masyadong mahaba yung waiting time para sa simpleng transaction. Walang maayos na direction kung ano yung next step.,negative
2026-07-18,Female,36,Pasigueño,TB/DOTS consultation,4,3,3,3,"Sa part ng family planning consultation, organized naman yung pila, kaso may ilang minuto na walang gumagalaw sa pila. Nothing serious, pero noticeable lang.",neutral
2026-03-09,Female,30,Pasigueño,Laboratory request,3,4,3,4,Mas maayos yung transaction ko kaysa sa inaasahan ko. Dire-diretso yung process kaya hindi nasayang yung oras ko. Friendly naman yung nasa counter at hindi nakaka-intimidate magtanong.,positive
2026-06-23,Female,43,City Government Employee,Wound care/dressing,4,3,2,3,"Natapos naman yung transaction ko nang maayos. Organized naman yung pila, pero hindi pare-pareho yung explanation na narinig ko sa dalawang counter. Pwede pang ayusin nang konti yung flow.",neutral
2026-07-06,Male,51,Pasigueño,TB/DOTS consultation,4,3,2,3,"Usual lang yung naging process. Regarding sa vital signs check, kailangan ko pang ulitin yung tanong bago naging clear, pero natapos din naman at nasagot naman yung tanong ko. May konting inconvenience pero natapos din naman.",neutral
2026-03-12,Male,28,Pasigueño,Medical certificate,3,4,2,3,"Okay naman overall, may ilang minor issue lang. Pwede pang mas mabilis yung process; organized naman yung pila naman kapag ako na yung inaasikaso. Okay naman basta may konting improvement.",neutral
2026-06-03,Female,48,Pasigueño,Pharmacy/medicine assistance,2,1,2,2,"Hindi naging convenient yung transaction ko. Mabagal na nga yung pila, ilang beses pa akong pinabalik sa ibang counter. Kailangan pang pagbutihin yung client handling. Sana ma-review yung workflow at customer service.",negative
2026-02-01,Female,37,Pasigueño,Wound care/dressing,3,3,4,4,"Happy naman ako sa naging assistance. Mabilis yung checking ng requirements at tuloy-tuloy yung process. Overall, satisfied ako.",positive
2026-03-31,Male,46,City Government Employee,Pharmacy/medicine assistance,2,1,1,1,May mga bagay sa service na kailangan talagang ayusin. Hindi efficient yung flow kaya nasayang yung oras ko. Parang ayaw sumagot nung staff sa follow-up question ko. Sana mabigyan ito ng action.,negative
2026-05-29,Female,36,Pasigueño,Medical consultation,3,4,2,3,"Nagawa naman yung kailangan ko. Maayos kausap yung staff. Siguro ang pwede lang ayusin, kailangan ko pang ulitin yung tanong bago naging clear. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-07-30,Male,32,City Government Employee,Laboratory request,2,2,1,2,Poor yung experience ko this time. Hindi organized yung queue kaya mas humaba yung paghihintay. Hindi malinaw kung saan dapat pumila at saan magsisimula.,negative
2026-06-14,Male,62,Pasigueño,Pharmacy/medicine assistance,4,4,4,3,Mabilis akong nakapag-asikaso nung pumunta ako. Simple at understandable yung explanation ng process. Courteous yung staff at malinaw makipag-usap. Keep up the good service.,positive
2026-04-18,Female,41,City Government Employee,Pharmacy/medicine assistance,4,4,4,4,"Yung referral assistance ko, clear yung directions at hindi ako nalito sa process. Nasunod naman agad yung sequence ng pila. Babalik ako nang hindi nag-aalala kung kailangan ulit.",positive
2026-03-23,Male,37,Pasigueño,TB/DOTS consultation,2,3,2,2,"Regarding sa medicine assistance, hindi maganda yung tono ng staff nung nagtanong ako. Ang daming idle time sa pagitan ng bawat step. Please improve the process and client handling.",negative
2026-03-31,Male,45,Non-Pasigueño,Pharmacy/medicine assistance,3,4,4,4,Maaga akong natapos kaya okay yung experience ko. Maayos yung queue kaya hindi nakakainip yung paghihintay. May initiative silang i-guide ako kung saan susunod.,positive
2026-02-16,Male,49,Non-Pasigueño,Vital signs screening,1,1,2,1,"Sa laboratory request mismo, hindi maayos yung pakikitungo nung humingi ako ng clarification. Pinaghintay ako nang matagal nang walang explanation kung bakit. Needs improvement talaga.",negative
2026-06-24,Male,40,City Government Employee,Maternal health consultation,4,4,4,3,Maayos sumagot yung staff sa mga tanong ko. Clear yung directions at hindi ako nalito sa process. Overall smooth at convenient.,positive
2026-07-24,Male,47,Non-Pasigueño,Maternal health consultation,4,4,4,3,Sulit yung pagpunta ko dahil mabilis natapos yung kailangan ko. Simple at understandable yung explanation ng process. Maayos yung pakikitungo sa akin mula umpisa hanggang matapos. Overall smooth at convenient.,positive
2026-06-06,Male,36,Non-Pasigueño,TB/DOTS consultation,2,3,4,3,Nagawa naman yung kailangan ko. May konting waiting time sa pagitan ng steps; hindi naman ako pinabalik para sa kulang na requirement naman kapag ako na yung inaasikaso. Pwede pang ayusin nang konti yung flow.,neutral
2026-01-29,Female,70,Pasigueño,Referral assistance,2,3,3,3,"Hindi naman ako pinabalik para sa kulang na requirement at natapos naman yung kailangan ko. Ang napansin ko lang, may konting kalituhan sa sequence ng pila. Pwede pang ayusin nang konti yung flow.",neutral
2026-08-09,Female,38,City Government Employee,Health card/clearance,1,1,1,1,Hindi okay para sa akin yung naging service. Sobrang haba ng process kumpara sa dapat sana. Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-03-21,Male,29,Pasigueño,Medical consultation,2,2,1,2,"Sa part ng consultation, hindi maayos yung pakikitungo nung humingi ako ng clarification. Ang tagal ng checking kahit kumpleto naman yung dala ko. Mas okay sana kung may malinaw na queue at proper guidance.",negative
2026-04-19,Female,35,City Government Employee,Nutrition counseling,3,3,4,4,Okay na okay yung serbisyo para sa akin. Konti lang yung waiting time nung pumunta ako. Wala akong reklamo sa naging service.,positive
2026-03-04,Female,50,Pasigueño,Medical consultation,3,3,3,3,"Maayos naman in general yung service. Maayos kausap yung staff. Siguro ang pwede lang ayusin, hindi agad malinaw kung saan kukunin yung form. Hindi naman siya malaking issue para sa akin.",neutral
2026-04-06,Female,50,Non-Pasigueño,Immunization/Vaccination,2,2,1,2,Nakakapagod yung naging process para sa simpleng transaction. Paulit-ulit akong naghintay sa magkakaibang counter. Hindi straightforward yung process at maraming unnecessary na tanong.,negative
